425814	6150023	0
429414	6147543	1
429014	6151383	2
424454	6147543	3
426934	6147783	4
424054	6151383	5
428374	6149383	6
427094	6151383	7
424214	6149303	8
425574	6148503	9
425494	6151383	10
426934	6149223	11
428214	6148023	12
428054	6150583	13
424694	6150423	14
429254	6148663	15
429094	6150263	16
426854	6150343	17
425894	6147543	18
425174	6149383	19
424614	6148503	20
427734	6148743	21
427574	6149863	22
426454	6148503	23
426294	6151063	24
426054	6149223	25
429174	6149463	26
428134	6151383	27
425174	6147783	28
427654	6147543	29
424774	6151223	30
425414	6150663	31
428534	6148663	32
424134	6150023	33
426454	6149783	34
428934	6148023	35
427414	6150743	36
428694	6150823	37
428454	6150023	38
427174	6148423	39
424134	6150743	40
425174	6150023	41
428614	6147543	42
426134	6150503	43
424694	6149703	44
427814	6149303	45
426374	6147943	46
425094	6148823	47
427654	6148103	48
427014	6149783	49
426854	6150903	50
428854	6149063	51
427654	6151223	52
425894	6148103	53
425654	6149543	54
424694	6149143	55
425814	6150983	56
425574	6149063	57
425094	6148263	58
424534	6148023	59
428134	6147543	60
428054	6149783	61
427654	6150343	62
427334	6148983	63
426534	6148983	64
426054	6148743	65
428854	6149783	66
428134	6148983	67
427334	6149463	68
426614	6151383	69
424294	6148823	70
429334	6148183	71
428534	6151223	72
428134	6148503	73
427254	6150183	74
426774	6148183	75
426534	6147543	76
425974	6151383	77
425174	6151063	78
429014	6147623	79
428614	6150423	80
424614	6150823	81
429254	6149063	82
429094	6150663	83
428934	6148423	84
428534	6148263	85
428294	6150903	86
428054	6150183	87
427334	6147863	88
426934	6148823	89
426534	6150663	90
